Title,Description,Webpage,TaDiRAH goals & methods,Code license,Developer,Platform,Status,Tags,TAPoR,DiRT URL,Updated date
DM (Digital Mappaemundi),"DM is an environment for the study and annotation of images and texts. It is a suite of tools, enabling scholars to gather and organize the evidence necessary to support arguments based in digitized resources. DM enables users to mark fragments of interest in manuscripts, print materials, photographs, etc. and provide commentary on these resources and the relationships among them.
",https://schoenberginstitute.org/dm-tools-for-digital-annotation-and-linking/,"Capture, Transcription, Enrichment, Annotating, Dissemination, Collaboration",,"Martin Foys, Shannon Bradshaw",Run in Browser,Active,,,http://dirtdirectory.org/resources/dm-digital-mappaemundi,5/1/16
Silk,"Silk is a platform for sites that contain collections of information. It's like the Tumblr for websites that have structured content–like software reviews, information about designers, a site with UN datasets, and more.

When you have created your site (manually or by uploading one or more datasets), you can visualize and filter your data in a few ways. You can create graphs if your pages contain numbers, maps if you have locations, and filtered tables for just about anything. These visualizations and tables are interactive: anyone can play around with the variables to get the answer they need from the data.
",http://www.silk.co/,,,Silk,Run in Browser,Active,,,http://dirtdirectory.org/resources/silk,5/22/15
Padlet,"What is Padlet? It is an online environmentally friendly online sticky note spot! This tool allows you to create a wall to collaborate with students, teachers, parents and others in the community. Go to http://padlet.com/ to build your own wall. Add sticky note like electronic messages including text, websites, images and videos. Now you may be asking “What can you do with Padlet?” well, you can brainstorm on any topic, plan and organize a collaborative project and list websites to use for research,
",https://padlet.com/,,,,Other,Active,,,http://dirtdirectory.org/resources/padlet,5/31/15
BITEXT,"Bitext provides multilingual semantic technologies in the field of Text Analyics via API with services like Entity Extraction, Concept Extraction, Sentiment Analysis, and Text Categorisation.
",http://www.bitext.com,"Capture, DataRecognition, Gathering",,Bitext Innovations,Run in Browser,Active,"Text Analytics, sentiment analysis, multilingual, linguistic technologies",,http://dirtdirectory.org/resources/bitext,3/25/15
Quadrigram,"Quadrigram describes itself as a ""visual programming environment"" for living data. It is a web-based tool for data visualization that allows the user to customize and publish interactive visualizations with a range of data types. Visualization possibilities range from basic charts and graphs (e.g., pie chart, bar graph), to more sophisticated visualizations for exploring complex datasets (e.g., networks, geo-data, zoomable tree map, quadrification, stacked flow).

Easy to use; ideal for users with visualization needs, but little to no experience programming or creating visualizations. Users may include data researchers, analysts, consultants, and data journalists, as well as any individual or group with one or more readily available data source. 

In-depth documentation available. 

Quadrigram offers variable features and pricing, based on the following plans:
Academic — $7.47/month*
Free trial available

Includes 1 user, 100 MB storage, 1 GB/month bandwidth

10 public published projects, 2 protected published projects

Comprehensive connector access (all file formats, databases, APIs)

Support via a support team

              

Personal — $23.66/month*
Free trial available

Includes 1 user, 3 GB storage, 5 GB/month bandwidth

Unlimited public published projects, 20 protected published projects

Same connector and support access as the Academic plan

              

Professional — $73.48/month*
Includes 3 users, 10 GB storage, 15 GB/month bandwidth

Unlimited public and protected published projects

Same connector and support access as Academic and Professional plans

Additional support via account manager

              

Workgroup — $310.09/month*
Includes 20 users, 100 GB storage, 75 GB/month bandwidth

Same project volume, connector, and support access as the Professional plan

              

Enterprise — Inquire for pricing
Can include customized cloud servers and appliances

Added training and consulting services

              

*Note: Approximate monthly pricing converted to US Dollars from Euros. Prices do not include tax.
",http://www.quadrigram.com/,"Analysis, Visualization",Closed source,Bestiario,Run in Browser,Active,"visualization, data mining, data analysis, brainstorming, charts, graphs",http://www.tapor.ca/?id=292,http://dirtdirectory.org/resources/quadrigram,5/22/16
Digitate,"Digitate is a free application designed for use on the iOS platform, specifically on iPad devices. The application allows scholars and enthusiasts with an interest in the visual and material elements of a cultural artefact to make notes and annotations directly on an image of such an artefact.
For example, a literary scholar might use it to annotate the material or bibliographic elements of a rare text or first edition, while an art historian might do the same on an image of a painting. 
An online video describing its use is at http://youtu.be/69CKhuiak0Q
",http://digitate.org,Annotating,"Open source, Creative Commons",OpenDAHT,Other,Active,,,http://dirtdirectory.org/resources/digitate,12/29/14
MuseScore,"Free and open source music notation program. From website:

MuseScore runs on Windows, MacOS, and Linux, and is available in over 40 different languages. 

    - Create sheet music with WYSIWYG editor
    - Listen to your score with computer playback
    - Share & print your score
    - Work the way you like
    - Get help

MuseScore can import and export MIDI and MusicXML files, and it can also import from Capella and several other programs. MuseScore can export to PDF, PNG, and other graphic formats, to WAV and other audio formats, or to LilyPond for an alternative layout and print option.

MuseScore can upload scores directly to the score sharing site musescore.com. Program support is provided on musescore.org.
",https://musescore.org/en,,"GNU GPL, Open source",musescore.org,Other,Active,music notation,,http://dirtdirectory.org/resources/musescore,4/22/15
myHistro,"Visualizes a series of events across both time and space.  Allows researcher to create of an interactive timeline and map that are linked together. Users of the timeline can press ""play"" to watch the timeline scroll forward and the map zoom from place to place as they highlight each event (and the researcher's attached images and text) in turn. Users can also pause the progress of history, move forward or back at their own pace, and zoom in or out of either the map or timeline to examine areas of interest.
Compare to: StoryMap JS, MapStory, Odyssey.js
",http://www.myhistro.com,"Discovering, Gathering, Web development, Annotating, Visualization, Contextualizing, Organizing, Publishing",Closed source,Histrodamus,Run in Browser,Active,"data visualization, Cartography, timelines, geohumanities",,http://dirtdirectory.org/resources/myhistro,6/7/16
Tabula,"Tabula lets you upload a (text-based) PDF file into a simple web interface and magically pull tabular data into CSV format.
",https://github.com/tabulapdf/tabula,,"MIT License, Open source",Manuel Aristarán,Run in Browser,Active,,,http://dirtdirectory.org/resources/tabula,5/22/15
Leaflet,"This JavaScript library can be used to create mobile-friendly interactive maps. It does not provide data to map, but can be used to map spatial data in GeoJSON format, or display tiles from other sources such as MapBox.
",http://leafletjs.com/,"Web development, Visualization",BSD,Vladimir Agafonkin,Run in Browser,Active,"mapping, visualisation, Javascript, web development, geohumanities",,http://dirtdirectory.org/resources/leaflet,6/7/16
LimeService,"LimeService is basically the hosted version of the GNU licensed LimeSurvey. It is a survey service-platform to prepare, run and evaluate on-line surveys. Besides basic free usage you are always getting the full feature set with no monthly fees or subscription plans.
I've used it before and found it to pretty robust.
",https://www.limeservice.com/en/,,,,Run in Browser,Active,"survey, data collection",,http://dirtdirectory.org/resources/limeservice,12/29/14
